ASV	S1	S10	S100	S101	S102	S103	S104	S105	S107	S108	S109	S110	S111	S112	S113	S114	S115	S116	S117	S118	S119	S12	S120	S121	S122	S123	S124	S125	S126	S127	S128	S13	S14	S15	S16	S17	S18	S19	S2	S20	S21	S23	S24	S25	S26	S27	S28	S29	S3	S30	S31	S32	S33	S34	S35	S36	S37	S38	S39	S4	S40	S41	S42	S43	S44	S45	S46	S47	S48	S49	S5	S51	S52	S53	S54	S55	S56	S57	S58	S59	S6	S60	S61	S62	S63	S64	S66	S67	S68	S69	S7	S70	S71	S72	S73	S74	S75	S76	S78	S79	S8	S80	S81	S82	S83	S84	S85	S86	S87	S88	S89	S9	S90	S91	S92	S93	S94	S95	S97	S98	S99
ASV_848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	11	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	5	13	0	36	0	0	80	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
ASV_849	4	4	1	0	3	0	2	5	7	5	6	3	8	0	0	2	0	0	0	0	0	44	4	0	0	0	3	0	1	0	6	9	0	7	0	0	0	4	5	0	3	7	2	8	0	0	0	4	2	0	0	6	3	1	0	0	4	2	4	6	4	5	1	0	2	0	1	12	3	2	19	0	4	6	0	11	4	0	6	21	3	0	6	12	0	0	0	0	4	8	0	2	0	7	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	3	1	19	1	0	0	3	0	9	5	0	0
ASV_850	5	0	0	0	0	0	1	12	0	8	0	2	5	7	0	0	0	0	8	0	20	28	2	0	0	35	0	82	19	0	63	0	0	2	0	8	0	1	0	0	0	0	0	0	0	0	0	8	5	0	4	5	2	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	32	0	0	5	0	0	0	0	0	0	0	0	0	16	9	0	0	4	0	0	0	0	0	0
ASV_852	11	4	0	0	1	0	0	9	0	7	4	1	6	11	4	0	0	0	17	0	2	15	0	22	4	5	9	22	0	0	0	3	1	1	1	3	1	1	1	0	15	2	0	14	0	7	0	12	0	0	0	5	2	0	0	1	6	0	0	9	1	6	0	0	0	6	0	0	3	14	27	0	2	3	2	0	0	3	0	0	1	0	8	0	0	0	0	0	1	5	1	0	5	0	9	1	0	1	0	1	9	4	1	0	0	0	4	0	7	0	17	15	0	0	0	14	1	8	0	0	0
ASV_853	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	1	0	5	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	17	6	11	0	0	27	0	0	0	0	0	1	5	0	2	9	0	0	0	0	0	0	0	0	0	0	0	0	2	32	0	14	14	55	12	0	97	9	4	3	0	6	23	12	1	4	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	2	0	2	0	0	0	0	0	0	0	2	0	18	0	0	0	0	0	0	0
ASV_854	0	1	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
ASV_855	0	2	0	0	4	0	0	9	0	13	26	1	28	24	1	1	0	0	0	0	0	64	0	0	0	9	0	111	8	0	4	1	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	7	19	0	20	0	0	0	0	0	0	0	0	0	0	0	0	7	37	0	0	3	0	0	0	0	0	0
ASV_856	0	81	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	14	2	9	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	36	226	0	0	0	0	0	0	0
ASV_857	0	0	0	0	2	0	0	0	0	0	4	7	2	7	0	0	0	0	0	0	0	4	0	0	0	4	0	116	60	25	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	8	0	0	1	0	0	5	0	2	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_858	0	0	142	1	4	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	2	0	2	0	1	0	1	0	0	0	0	0	0	3	0	0	0	0	81	143	22
ASV_859	0	1	0	0	14	0	0	3	0	6	5	6	0	5	13	5	0	17	0	3	0	5	0	0	0	8	0	26	25	17	27	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	12	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	4	7	3	0	0	4	0	41	0	10	0	0	0	0	5	0	0	0	0	0	0	0	0	5	0	0	10	8	0	42	4	0	4	0	1	0	0	0	10	0	10	6	26	0	0	1	4	3	0	2	0	0	0
ASV_860	0	37	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	28	0	1	0	13	1	0	0	0	0	0	0	0	3	2	0	1	100	0	0	0	0	1	1	0	0	0	0	0	0	0	0	81	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	11	0	16	7	0	4	5	0	0	0	0	0	0	0	55	1	0	0	15	0	0	10	3	4	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0
ASV_861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	99	0	0	3	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	20	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	66	0	2	0	0	0	0	0	0	0	0	0
ASV_862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_863	0	2	0	0	1	0	0	0	0	1	0	0	0	6	0	0	0	0	92	0	69	3	40	0	20	0	4	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	15	0	0	3	6	0	0	0	0	1	0	0	0	111	4	0	0	14	0	2	0	0	0	0
ASV_864	0	0	12	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	6	0	6	0	0	0	0	2	0	0	0	0	0	134	8	4	37	7	0	2	0	0	0	0	0	0	2	20	0	0	0	33	11	5	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	3	0	0	0	10	0	0	3	0	0	0	0	0	30	0	3	12	10	0
ASV_865	0	0	2	0	0	0	35	0	0	1	1	6	0	40	2	0	105	4	2	0	1	10	0	0	0	27	0	1	0	0	0	0	0	0	9	0	0	6	0	0	4	4	0	0	0	2	0	0	0	0	0	0	0	0	0	7	0	0	0	25	0	0	0	0	0	0	0	0	2	1	0	0	2	3	0	28	1	3	0	15	3	0	0	0	0	0	0	0	11	0	0	0	0	5	0	0	0	10	0	0	12	3	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	6	0	2	0
ASV_867	9	0	0	0	19	0	0	5	0	4	45	24	22	33	7	1	0	16	0	0	0	2	0	15	0	36	7	3	0	0	1	0	5	0	0	1	0	3	0	0	6	2	2	5	0	17	0	4	2	3	3	2	25	1	0	7	0	0	0	8	0	0	0	0	0	2	0	0	0	2	7	0	0	0	0	0	1	3	0	5	0	1	0	2	0	0	0	0	0	2	0	0	0	0	1	2	0	4	0	0	9	2	1	0	0	0	0	0	0	0	10	0	0	0	1	0	0	3	0	0	0
ASV_868	0	7	1	5	1	0	4	4	10	2	11	5	24	18	6	2	1	4	8	0	0	77	0	1	0	0	4	3	0	2	3	0	0	3	1	72	1	3	0	13	0	4	0	0	0	0	0	1	0	1	0	0	3	0	0	0	0	0	0	4	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	1	5	1	0	0	4	0	0	9	0	0	5	0	0	0	0	6	0	0	0	0	8	39	0	0	0	2	0	3	0	0	0
ASV_869	0	0	0	0	6	0	0	34	12	20	17	16	24	22	37	8	78	28	1	0	0	8	0	0	3	12	3	6	7	16	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	4	0	2	3	0	0	0	0	6	0
ASV_870	0	9	0	0	0	2	3	0	0	12	0	0	0	0	3	0	0	0	0	0	0	22	0	4	1	72	1	0	0	0	0	1	0	3	1	9	2	17	0	0	5	2	0	1	0	0	0	2	0	0	0	0	0	4	2	5	2	0	0	4	1	6	0	0	0	0	1	0	0	3	0	12	0	9	0	0	3	40	0	30	0	0	16	0	0	0	1	0	3	0	0	8	0	0	1	2	0	0	12	0	0	3	11	0	0	0	4	0	0	0	5	0	0	34	0	0	0	6	0	2	0
ASV_872	0	9	2	0	0	0	0	0	0	9	0	0	0	0	2	0	30	2	0	0	0	12	0	4	1	18	4	0	0	0	0	2	0	0	2	11	0	7	0	0	8	3	0	5	0	4	0	5	0	0	0	0	0	1	0	5	4	0	1	0	6	0	1	1	2	0	0	0	0	0	0	6	0	15	0	27	0	63	0	15	9	0	17	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	3	0	9	16	0	30	0	5	0	0	0	0	3	0	18	0	0	0	0	0	1	0
ASV_873	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	19	1	0	0	0	1	0	0	5	0	0	0	0	0	0	0	9	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	25	178	0	0	0	0	8	0	3	1	23	1	0	0	0	0	18	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	82	0	0	2	0	0	0	0	0	0	0	0	0
ASV_874	0	0	0	2	0	0	0	3	0	7	0	0	0	1	4	0	0	2	0	0	0	0	0	0	0	22	0	51	109	37	157	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_875	3	0	0	4	0	0	12	1	0	9	1	2	0	1	7	1	0	10	0	0	0	1	0	1	7	5	1	2	0	7	0	1	0	0	7	0	0	4	0	1	0	5	0	0	0	3	1	16	0	2	0	8	0	2	0	0	0	0	0	4	0	1	0	0	1	0	7	1	4	13	8	0	10	29	6	0	8	1	3	35	0	1	0	1	0	0	0	0	14	2	1	0	0	0	15	15	0	73	1	4	3	2	0	0	0	0	3	0	2	4	0	0	0	0	0	3	0	0	0	0	0
ASV_876	0	39	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3	47	0	6	0	7	0	0	0	0	0	0	0	0	1	2	0	2	51	0	0	0	0	0	0	0	0	0	0	0	0	0	1	52	0	0	0	0	0	6	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	6	0	16	0	22	6	0	2	7	2	0	0	0	0	0	0	69	0	0	0	10	0	0	13	2	8	1	3	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
ASV_877	4	0	10	0	7	0	11	5	0	38	6	2	0	5	17	2	0	47	10	0	5	0	0	8	1	2	30	9	6	2	2	0	0	0	0	0	0	6	0	0	1	0	5	3	0	2	0	4	0	0	0	6	7	0	0	6	0	7	0	0	0	1	0	1	0	5	2	2	5	0	1	0	2	5	0	0	3	2	0	0	0	2	0	0	0	0	0	0	8	6	0	0	0	2	5	8	0	12	0	0	1	4	1	0	0	6	2	0	0	1	12	0	0	0	3	8	0	7	0	3	0
ASV_880	0	38	0	0	2	2	1	0	3	7	0	0	0	0	2	1	5	0	0	0	0	32	0	9	1	13	2	0	0	1	0	0	1	0	4	0	0	0	49	0	0	0	0	0	2	0	0	0	0	0	0	0	0	65	2	0	0	0	0	3	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	28	0	23	0	0	2	0	2	0	0	0	0	2	0	46	6	0	0	4	1	0	20	1	1	1	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	2	1	0	0
ASV_881	0	0	0	0	7	0	0	0	0	0	52	12	82	43	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	0	2	23	4	0	1	0	0	1	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	82	0	0	38	10	0	0	4	0	0	1	0	0	0	0	2	0	0	0
ASV_882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	44	0	21	3	13	0	21	0	3	0	2	0	0	0	0	7	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	14	0	5	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	10	0	0	3	2	0	0	0	60	0	0	0	20	0	0	0	0	4	0
ASV_883	11	2	0	6	0	3	0	0	0	0	6	4	6	0	5	3	1	2	0	0	5	0	0	0	5	0	2	5	3	0	3	2	11	0	2	4	3	0	0	0	26	11	0	14	4	2	0	25	0	0	0	0	3	0	0	0	19	2	5	3	3	15	6	0	0	0	0	4	0	20	3	0	0	2	0	0	0	0	0	0	0	0	10	0	0	1	0	0	0	20	3	0	0	0	0	1	0	0	0	0	1	1	4	0	0	2	11	0	4	1	10	0	0	25	2	18	2	10	8	0	0
ASV_884	0	43	0	0	0	1	0	0	1	6	0	2	0	0	0	0	0	0	0	0	0	50	0	10	0	6	0	0	0	0	0	2	0	0	1	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	8	0	8	0	10	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	18	0	1	22	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_885	0	0	15	2	0	0	15	128	0	137	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	8	12	0	0	0	4	0	0	0	0	0	0	0	0	0	6	1	1	0	0	12	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	10	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	7	0	11	0
ASV_886	0	99	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	10	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	15	2	0	1	3	0	0	0	0	76	0	17	0	0	0	1	0	3	118	0	0	0	0	0	3	1
ASV_887	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	12	0	5	5	4	6	0	0	4	1	0	2	0	0	6	0	0	9	14	1	0	0	9	0	0	0	0	3	0	3	0	14	0	0	0	0	6	4	0	0	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	3	0	17	0	3	0	113	0	12	0	0	0	0	0	0	0	16	0	0	0	51	0	33	0	0	0
ASV_888	0	262	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	42	0	3	2	24	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	7	27	0	3	0	0	0	0	0	0	0
ASV_889	0	0	2	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	3	0	0	0	0	0	7	0	0	0	12	3	0	6	0	0	4	0	0	5	0	0	159	0	1	1	0	0	0	7	0	1	0	0	0	0	2	0	1	0	6	7	0	0	37	1	11	12	3	0	0	0	0	0	0	0	27	0	2	1	3	5	0	0	0	0	0	0	6	0	0	0	0	3	0	0	0	0	0	3	1	0	0	0	0	15	1	0	0	8	8	3	0	0	2	0	2	4	0	0
ASV_890	0	0	1	0	3	0	0	8	0	23	14	18	20	11	0	0	0	0	0	0	3	0	2	62	0	5	17	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	21	0	0	0	4	0	0	0	0	5	2	0	0	2	0	0	0	0	28	1	0	11	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	15	0	0	0	0	0	0	2	19	0	0	0	0	0	9	0	0	0	0	0	0	23	0	31	4	2	0
ASV_891	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	2	1	0	2	0	0	0	0	3	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	144	1	10	0
ASV_892	0	12	1	0	0	1	4	0	1	2	0	0	0	0	1	0	0	0	0	0	0	29	0	7	4	52	4	0	2	2	0	0	0	0	10	15	0	26	1	0	2	3	0	0	0	1	0	5	0	0	0	0	0	19	5	0	5	0	0	0	1	0	2	1	1	0	0	0	0	5	0	1	0	5	0	0	0	58	0	23	0	2	10	0	0	0	0	0	0	0	0	18	0	0	1	0	0	0	1	1	0	7	11	0	1	0	10	0	2	0	0	1	0	10	0	0	0	0	0	1	0
ASV_894	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	30	0	26	3	12	0	33	16	0	17	30	0	32	0	0	0	0	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	15	44	3	83	0	0	9	0	0	0	0	0	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0
ASV_896	1	23	0	0	0	8	0	2	1	3	0	0	0	0	3	0	0	0	0	0	0	18	0	10	3	8	0	0	0	1	0	0	3	0	4	5	0	0	42	0	0	0	0	1	3	0	0	0	1	0	0	0	0	67	0	1	0	0	0	3	0	0	1	0	0	1	0	2	1	3	0	2	0	0	0	5	0	15	0	9	4	0	6	2	3	0	0	2	0	3	0	71	3	0	0	10	1	0	18	1	0	0	2	0	0	0	0	0	2	0	0	6	1	0	0	0	0	0	0	0	0
ASV_897	0	0	0	5	1	0	15	0	1	4	0	8	1	4	5	1	5	20	19	0	17	0	7	0	6	0	0	2	6	0	0	0	0	0	0	3	2	0	0	2	2	0	3	0	0	2	0	0	0	0	0	0	13	0	0	15	0	0	0	5	0	0	0	0	0	9	1	0	4	8	0	0	19	9	1	78	15	2	0	15	0	0	2	0	0	3	0	0	7	0	2	2	0	0	0	0	0	13	0	0	0	5	0	0	0	0	0	0	0	0	8	0	0	0	0	1	0	4	0	0	1
ASV_898	0	37	0	0	5	8	1	0	0	0	0	8	10	3	0	0	0	0	0	19	0	7	0	1	0	0	0	0	0	0	0	0	0	14	0	0	0	3	45	0	0	12	0	0	5	1	0	0	60	3	1	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	1	6	0	0	0	10	0	1	6	6	0	0	0	8	0	0	0	0	16	0	3	6	0	0	0	1	0	0	0	0	0	0	3	3	0	0	0	0	0	0	1	0	27	0	0	0	0	0	0	0	5	0	0	8	0
ASV_899	0	0	0	7	4	0	36	3	2	10	15	7	0	3	6	2	34	14	6	8	0	0	0	5	2	21	2	22	7	0	12	1	1	0	0	2	0	2	0	0	4	0	3	0	2	0	0	3	0	2	0	0	7	0	0	2	0	0	1	0	0	0	0	0	0	8	3	0	5	10	16	0	3	5	2	0	0	0	0	2	0	0	0	2	0	1	0	0	5	4	0	0	0	5	5	1	0	8	0	0	9	4	0	0	0	4	1	0	0	1	8	5	0	0	1	1	0	4	0	0	0
ASV_900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	38	0	232	0	0	0	0	0	0	16	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_901	1	1	0	4	2	0	5	8	4	5	4	13	5	1	0	0	0	4	6	0	0	9	0	3	0	0	9	1	0	0	1	4	3	2	7	18	1	6	2	0	13	4	0	0	0	11	0	6	0	0	0	1	0	0	0	0	5	0	0	8	5	2	5	0	0	13	2	0	2	12	10	4	0	22	0	0	0	14	0	6	0	2	8	0	0	0	0	0	3	9	7	0	0	5	0	0	0	0	0	2	7	3	9	0	1	2	18	0	2	0	1	2	0	0	0	4	0	11	0	4	0
ASV_902	0	0	2	1	40	0	5	0	0	14	11	32	48	30	7	3	25	1	2	0	1	3	0	5	0	0	15	4	1	0	4	0	0	0	0	0	0	2	0	0	10	0	2	1	0	5	0	1	0	0	0	2	0	0	0	0	3	0	0	6	1	0	0	0	0	0	0	1	6	0	0	0	3	4	0	0	1	2	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	2	2	4	0	0	4	10	2	0	3	7	0	0	0	5	11	0	13	0	0	1
ASV_903	4	1	0	4	0	0	1	7	6	5	8	3	6	10	6	2	0	4	0	0	0	5	0	0	6	2	0	16	2	0	14	23	1	5	8	0	0	0	0	0	6	0	0	4	0	3	0	33	0	7	0	9	4	0	15	1	1	0	1	2	3	0	0	0	4	0	0	0	3	9	10	0	2	19	3	0	4	0	0	0	0	0	1	0	0	0	0	0	0	5	0	4	0	0	0	0	0	2	3	0	13	0	1	0	0	0	1	0	0	0	4	7	0	0	0	18	0	6	2	0	0
ASV_904	1	5	2	0	0	0	5	0	2	3	0	0	0	0	4	0	30	3	0	0	0	15	0	7	5	27	5	0	0	6	0	1	0	1	2	4	0	24	0	0	3	0	0	0	0	0	0	1	0	3	6	1	2	3	5	3	2	0	0	3	7	2	6	0	0	2	0	1	0	6	0	0	0	2	0	1	0	65	2	13	0	0	15	2	0	1	0	0	1	1	0	7	1	2	1	0	0	0	6	2	0	7	18	1	2	0	7	0	0	1	3	6	1	0	0	0	0	0	0	0	0
ASV_905	0	0	83	13	9	0	8	0	3	0	5	14	7	10	0	0	0	0	0	0	0	0	0	0	0	9	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	2	0	0	3	0	0	26	0	0	0	7	0	2	0	0	0	0	0	0	7	0	0	0	0	0	14	0	0	0	12	0	0	0	4	0	0	6	0	0	0	0	0	0	0	0	0	4	0	0	80	20	8
ASV_907	1	2	0	11	0	0	34	0	1	0	0	5	0	0	0	0	0	1	0	0	0	18	0	0	4	11	11	1	0	0	0	7	17	0	4	0	0	12	8	0	9	10	2	1	0	13	2	11	0	0	8	1	0	0	2	0	3	0	1	0	9	0	0	0	0	0	2	3	0	4	2	0	0	1	2	0	0	7	0	8	0	0	11	2	0	6	0	0	7	0	0	5	0	3	5	0	0	0	5	0	7	56	4	0	0	3	0	0	0	0	1	3	0	0	0	1	0	3	0	5	0
ASV_908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	3	0	0	0	0	0	0	185	3	82	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
